Survival Time,Projectile Speed
00:17:023;1000.0
00:06:984;1000.0
00:08:933;1000.0
00:19:098;500.0
00:27:501;500.0
00:11:290;1000.0
00:10:595;1000.0
00:14:654;500.0
00:15:825;500.0
00:49:732;500.0
00:15:982;500.0
00:26:916;500.0
00:16:600;1000.0
00:10:016;1000.0
00:43:982;500.0
00:35:881;500.0
00:14:076;1000.0
00:14:066;1000.0
00:16:583;1000.0
00:15:383;1000.0
